producer_id,name
1117,Dante Di Loreto
1118,Jerry Bruckheimer
1119,Betsy Beers
1120,Rob Delaney
1121,Paul Di'Anno
1122,Jay Leno
1123,Dr. Phil McGraw
1124,Michael Offer
1125,Jo McGrath
1126,Jared Christopher
1127,Linda Carlson
1128,Dan Hageman
1129,Jason Schrift
1130,Amanda Burrell
1131,Muriel Pearson
1132,Rose Garnett
1133,Tom Luse
1134,Paul Junger Witt
1135,Siobhan Byrne O'Connor
1136,Mike Weber
1137,Michael Price
1138,Beth Laski
1139,Colin Teevan
1140,Ryan Hawke
1141,Brooke Posch
1142,Warwick Thornton
1143,David Schalko
1144,Bert Salke
1145,Lee Child
1146,Danneel Ackles
1147,Alan Fine
1148,Ryan Stiles
1149,Michael Mann
1150,Julie Gardner
1151,Mark Wilding
1152,Kaz Kuzui
1153,Sergio Silva
1154,Megan Alexander
1155,Adam Zuvich
1156,Tmira Yardeni
1157,Pancho Mansfield
1158,Nichole Beattie
1159,Lena Waithe
1160,Jennifer Miller
1161,Rebecca Hobbs
1162,John Conboy
1163,Matt Anderson
1164,Darren Lemke
1165,Mark Herzog
1166,Anne Mensah
1167,Keith Geller
1168,Peter Nelson
1169,Daniel Zelman
1170,Naomi Watts
1171,Josh Braun
1172,Ann Cherkis
1173,Joseph Mallozzi
1174,Jared Lipworth
1175,Jane Gogan
1176,Anne Brogan
1177,Victor Hsu
1178,Jake Adelstein
1179,Robert Sharenow
1180,Chris Long
1181,Matthew Graham
1182,Derek Atherton
1183,William Shatner
1184,Dan Jinks
1185,Scott Brazil
1186,Nicole Kidman
1187,Iginio Straffi
1188,Lukas Reiter
1189,Josh Model
1190,Phil Lloyd
1191,Steven Bochco
1192,Seth Meyers
1193,Destin Daniel Cretton
1194,Brad Haugen
1195,Ryan O'Dowd
1196,Michael Rauch
1197,Andy Wilman
1198,Chuck Hogan
1199,Benjamin Bradley
1200,Rosalie Swedlin
1201,Alex Goldstone
1202,Daniel Norris
1203,Francis Gasparini
1204,Dr. Phillip C. McGraw
1205,Prince Harry
1206,Chazz Carfora
1207,Chris Pratt
1208,Clio Barnard
1209,Henrik Bastin
1210,Peter Friedlander
1211,Cleve Keller
1212,Darren Ward
1213,Mary E. Donahue
1214,Mary Leah Sutton
1215,Peter Moffat
1216,Jonathan Liebesman
1217,Jeffrey Goldberg
1218,Sara Rodriguez
1219,Ari Basile
1220,Jihan Robinson
1221,John Polson
1222,Judd Apatow
1223,Harvey Myman
1224,Eric Overmyer
1225,Julia Eisenman
1226,Amy Beth Barnes
1227,Kayla Alpert
1228,Nat Saunders
1229,Chas. Floyd Johnson
1230,Alex Hirsch
1231,Ronan Bennett
1232,Jill Wilfert
1233,Lowell Bergman
1234,Greg Beeman
1235,Dylan Russell
1236,John Hoffman
1237,Beth Belew
1238,Zoe Saldana
1239,Jeanie Buss
1240,Douglas Mackinnon
1241,Robin Sweet
1242,Rich Rinaldi
1243,Darin Friedman
1244,Uta Briesewitz
1245,John Krasinski
1246,Matt Shakman
1247,Nash Edgerton
1248,Valentín Pimstein
1249,Jennifer Sharron
1250,Tom Szentgyorgyi
1251,Jeff Davis
1252,Don Bellisario
1253,Eve Kay
1254,Abby Schwarzwalder
1255,Jennifer Twiner McCarron
1256,Marco Kreuzpaintner
1257,Scott D. Greenberg
1258,Tony DiSanto
1259,Hugo Heppell
1260,Amy Entelis
1261,Alex Duda
1262,Kim Sheerin
1263,Michael Carrington
1264,Brandon Barr
1265,Genndy Tartakovsky
1266,Andrew Miller
1267,Andrew Wilder
1268,Joe Lessard
1269,Rob Burnett
1270,Rupert Wyatt
1271,Elyse Steinberg
1272,Roberto Aguirre-Sacasa
1273,Jon Bardin
1274,Rashida Jones
1275,Floris Bauer
1276,Trevor Noah
1277,Avi Arad
1278,Will Carsola
1279,David Crane
1280,Danny Smith
1281,Zara Duffy
1282,Geralyn White Dreyfous
1283,Paul Unwin
1284,Frank Cardea
1285,Danny Tipping
1286,Berg
1287,Hilary Martin
1288,Seth Gordon
1289,Lisa Hanawalt
1290,Nathan Fielder
1291,Howard Klein
1292,Josh S. Barry
1293,Jed Elinoff
1294,Robyn Semien
1295,Matt Tyrnauer
1296,David Craig
1297,Frank Miller
1298,Matt Hastings
1299,Phil Klemmer
1300,Carol Serling
1301,Lydia Tenaglia
1302,Jim Juvonen
1303,Hans Proppe
1304,Sam Dean
1305,Rosa Tran
1306,Ariel White
1307,Morgan O'Sullivan
1308,Allison Miller
1309,David Hodgkinson
1310,Frank Scherma
1311,Nanette Burstein
1312,Vera Farmiga
1313,Suzanne Mackie
1314,Mike Listo
1315,Tim Coddington
1316,Bryan Burk
1317,Marcie Ulin
1318,Maggie Friedman
1319,Erica Saleh
1320,Ben Hoffman
1321,Glen Mazzara
1322,Brandon Blackstock
1323,Jason Owen
1324,Melissa Bernstein
1325,Adrienne LaFrance
1326,Alan Yang
1327,Ronna Gradus
1328,Jimmy Fallon
1329,D.B. Weiss
1330,Marta Kauffman
1331,Daphna Levin
1332,Becky Clements
1333,M. Night Shyamalan
1334,John Linson
1335,Judith Verno
1336,Joel Collins
1337,Brian Burns
1338,Stephen King
1339,Jeff Kwatinetz
1340,Hilary Saltzman
1341,Melissa Cutlip
1342,Gail Lyon
1343,Mariana Diaz-Wionczek
1344,Richard Bacon
1345,Aleksandr Akopov
1346,Mike Farah
1347,Heather Gray
1348,Jacqueline Olive
1349,Taron Egerton
1350,Kevin Burns
1351,John Lesher
1352,Dana Terrace
1353,Tanya Linton
1354,Anna Beattie
1355,Mark Itkin
1356,Stephen Curry
1357,Steve Yockey
1358,Frank Darabont
1359,Halsted Sullivan
1360,Peter Lovering
1361,Miranda Kwok
1362,Jason Sklaver
1363,George Butts
1364,Leslie Morgenstein
1365,Gabe Liedman
1366,Alan Zaslove
1367,Raphael Bob-Waksberg
1368,Kris Jenner
1369,Tom Clancy
1370,Tony Basgallop
1371,Jörg Grabosch
1372,Greg Stewart
1373,Silver Tree
1374,Deepak Nayar
1375,Andrew MacKenzie
1376,Stephen Frears
1377,Sidney Hayers
1378,Jon Stewart
1379,Moira Walley-Beckett
1380,Declan O'Dwyer
1381,Roma Downey
1382,Michael Lynne
1383,Dave Rupel
1384,Jane Chung
1385,Zackary Drucker
1386,Maurissa Tancharoen
1387,Kat Coiro
1388,Daniel Sackheim
1389,Mark Levin
1390,Matthew Testa
1391,Mike Spencer
1392,Carl Franklin
1393,Scott Rudin
1394,Greg Shephard
1395,Sam Catlin
1396,Alex Weresow
1397,Richard Hague
1398,Marty Adelstein
1399,Jason Burrows
1400,Daniel Sivan
1401,Gail Mutrux
1402,Allan Arkush
1403,Tembi Locke
1404,Nanfu Wang
1405,Rachael New
1406,Scott Lonker
1407,Colin Trevorrow
1408,Nigel Marchant
1409,Kevin Lafferty
1410,Robert Vince
1411,Terence Dudley
1412,Steve Bodow
1413,Andrew Spaulding
1414,Leah Remini
1415,Tomek Baginski
1416,Daniel Lennard
1417,Sarah Aubrey
1418,Samantha Strauss
1419,Patrick Irwin
1420,Ekta Kapoor
1421,Rikki Hughes
1422,Gigi Pritzker
1423,Dan Halsted
1424,Kate del Castillo
1425,Meredith Averill
1426,Chris Bailey
1427,Catherine Oldfield
1428,Damon Lindelof
1429,R. Lee Fleming Jr.
1430,Richard Irving
1431,Aaron Horvath
1432,Raelle Tucker
1433,Scott A. Stone
1434,Steve Tisch
1435,Molly McNearney
1436,Ethan Hawke
1437,Daniel West
1438,Joshua Donen
1439,Crystal Liu
1440,Theo James
1441,Brett Baer
1442,Dan Partland
1443,Katie Couric
1444,Daniel Pyne
1445,Jack Black
1446,Mike Judge
1447,Kevin A. Leman II
1448,Colleen Conway
1449,Craig H. Shepherd
1450,Jeffrey Soros
1451,Banks Tarver
1452,Dan Patterson
1453,Larry David
1454,Peter Hastings
1455,Mark Schwahn
1456,Scott Ferguson
1457,Matt Wolpert
1458,Martin Gero
1459,Jon Schroeder
1460,Dennie Gordon
1461,Matthew Federman
1462,Jenna Santoianni
1463,Peter Billingsley
1464,Trina Siopy
1465,Peter Morgan
1466,Shannon Prynoski
1467,Kevin Miserocchi
1468,Joaquim Dos Santos
1469,Michael C. Hall
1470,Lars Beckung
1471,James McKinlay
1472,Adi Shankar
1473,Jonathan E. Steinberg
1474,Ellen Doherty
1475,Sang Kyu Kim
1476,Julian Fellowes
1477,Robert Zemeckis
1478,John M. Penotti
1479,Ron Burkle
1480,Jake Cardew
1481,Mark Duplass
1482,Julia Willoughby Nason
1483,Emre Sahin
1484,Stan Lee
1485,Brian Lee
1486,Brannon Braga
1487,Michael Ellenberg
1488,Dawn Porter
1489,Tom Selleck
1490,Kurt Sutter
1491,Randy Barbato
1492,Bob Schermerhorn
1493,Billy Kimball
1494,Paris Barclay
1495,Henry Jaffe
1496,Roy Huggins
1497,Radford Sechrist
1498,Jim Henson
1499,Jed Whedon
1500,Marty Lagina
1501,Sue Nott
1502,Sean Moran
1503,Guillermo del Toro
1504,Scott Reynolds
1505,Paul Pawlowski
1506,Marti Noxon
1507,Chad Oakes
1508,Allan Scott
1509,Tony Phelan
1510,Alan Gasmer
1511,Frank Quitely
1512,Jesse Armstrong
1513,David Scarpa
1514,Heather Rae
1515,Rebecca Chaiklin
1516,Jon Liebman
1517,Dennis Quaid
1518,Kayo Washio
1519,Susan Leventhal
1520,Peter King
1521,Jenny Lumet
1522,Dan Braun
1523,Joel Chiodi
1524,Ebie
1525,Keith McKay
1526,Joe Connelly
1527,Jim Dauterive
1528,Cody Zwieg
1529,Don Granger
1530,Joss Whedon
1531,Lindsey Liberatore
1532,Sana Amanat
1533,Elizabeth Sarnoff
1534,Miguel Salvat
1535,Kelly Ripa
1536,Mohamed Diab
1537,Vyacheslav Dusmukhametov
1538,Rick Wiener
1539,Jennifer Davisson
1540,Cora Olson
1541,Scott M. Delman
1542,Paul Cummins
1543,Jon Adler
1544,Scott Franklin
1545,Jo Roe
1546,Teller
1547,Mark W. Olsen
1548,James Gandolfini
1549,Will Arnett
1550,Salim Akil
1551,Clelia Mountford
1552,Brian Eastman
1553,Waco O'Guin
1554,Dan Friedkin
1555,Elizabeth Cook
1556,Troy Searer
1557,Graham Yost
1558,David Schickler
1559,Alfred Gough
1560,Jordan Peele
1561,J.T. Rogers
1562,Adam Horowitz
1563,Nick Barnicle
1564,Michael Koman
1565,Peter Emerson
1566,Johnny Capps
1567,Saurabh Kakkar
1568,Pete Czernin
1569,Bharat Nalluri
1570,Nina K. Noble
1571,Bill Dubuque
1572,David S. Goyer
1573,James Robinson
1574,Wendi Trilling
1575,Christopher Sarson
1576,Sean Hayes
1577,Shannon Tindle
1578,Elizabeth Banks
1579,Ron West
1580,Shawn Ryan
1581,Ted Adams
1582,Andy Brereton
1583,Kyle Killen
1584,Tamara Becher-Wilkinson
1585,John Hodge
1586,Louis D'Esposito
1587,Jeannine Renshaw
1588,Rick Lagina
1589,Philip D'Antoni
1590,Norman Lloyd
1591,Suzanne Lavery
1592,Jacquelyn French
1593,Kurt Mueller
1594,Luke Neslage
1595,Cameron Welsh
1596,Tim Walsh
1597,Tim Duffy
1598,Tim Puntillo
1599,Miri Yoon
1600,Sue Birtwistle
1601,Douglas Argent
1602,Jeremiah S. Chechik
1603,Darren Brandl
1604,James D. Stern
1605,Adam Lowitt
1606,Dimitri Doganis
1607,C.J. Kettler
1608,Irwin Allen
1609,Simon Baker
1610,Simon Winstone
1611,Janice Williams
1612,Steve Condie
1613,Greg Weisman
1614,Jackie Levine
1615,Russ McCarroll
1616,Jennifer Flackett
1617,Kelly Galuska
1618,Farnaz Farjam
1619,Brooke Kennedy
1620,K.P. Anderson
1621,Bradford Baruh
1622,Michael Binkow
1623,Adam Simon
1624,Reg Hill
1625,Brad Rau
1626,Todd Schramke
1627,Marshall Persinger
1628,Tracy Whittaker
1629,Mike Frislev
1630,Blake Edwards
1631,Jill Bauer
1632,Paul Martin
1633,Steve Kroopnick
1634,Kate Amer
1635,Tom Shelly
1636,Kara Baker
1637,Louise Norman
1638,Brad Abramson
1639,Paul Clarkson
1640,Mark Freeland
1641,John Wells
1642,Zen Miyake
1643,Robert Rodriguez
1644,Michael Crichton
1645,Daniel Goldfarb
1646,Chrissy Teigen
1647,Emily Shields
1648,Tom McCarthy
1649,Madeleine Carter
1650,Cindy Kain
1651,Michael Green
1652,Greg Nicotero
1653,Francis Lawrence
1654,Eve Marson
1655,Greg Jonkajtys
1656,Mike Richardson
1657,Scott Larsen
1658,Todd Garner
1659,Matt Stone
1660,William Hanna
1661,Bronwen Hughes
1662,Shuki Levy
1663,Mike Gibbons
1664,Gaten Matarazzo
1665,Ravi Nandan
1666,Perri Kipperman
1667,Gale Anne Hurd
1668,Alon Shtruzman
1669,Rachel Rusch Rich
1670,Tom Lesinski
1671,John Shiban
1672,Daniel Abraham
1673,Christina Beachy
1674,Aaron Fishman
1675,Carolyn Strauss
1676,Regina K. Scully
1677,Steven Lilien
1678,Greer Shephard
1679,Brendan Fletcher
1680,Austin Reading
1681,Alexander Rodnyansky
1682,David Britten Prior
1683,Noah Rubenstein
1684,Kevin Hench
1685,Adam McKay
1686,Iain Canning
1687,David Semel
1688,Michelle Schiefen
1689,Kathleen Kennedy
1690,Bruce Prichard
1691,Ceán Chaffin
1692,Susan Montford
1693,Rob Hammersley
1694,Shane Nickerson
1695,Chris Eyre
1696,Danny Schrader
1697,Nicole Boekhoorn
1698,Sara Bernstein
1699,Graham Stuart
1700,Robert Kondo
1701,Hope Hartman
1702,Rod Roddenberry
1703,David Frankel
1704,David Sloan
1705,Kevin Hart
1706,Paul McGuigan
1707,Amy Lippman
1708,Caroline Dries
1709,Kevin Dunn
1710,Robert May
1711,Dean Parisot
1712,Al Gough
1713,J.D. Roth
1714,Tracy Jernagin
1715,Brittney Segal
1716,Jeremy Dear
1717,Marc Provissiero
1718,Justin Kurzel
1719,Trey Parker
1720,Nick Frost
1721,Bob Fisher
1722,Don Kurt
1723,Farnaz Farjam-Chazan
1724,Susannah Grant
1725,Jon Bokenkamp
1726,Max Thompson
1727,Chris Keyser
1728,Adam Feinstein
1729,Steve Golin
1730,Brian Gewirtz
1731,Anna Fricke
1732,Jeff Cooney
1733,Diego Betancor
1734,Cristina Giubbetti
1735,Jilly Pearce
1736,Matt Nix
1737,Michael Sagol
1738,Drew Comins
1739,Lukas Kaiser
1740,Nikki Taub
1741,Natasha Lyonne
1742,Hend Baghdady
1743,Paul Garnes
1744,Brian K. Vaughan
1745,Mark Fergus
1746,Liz Trubridge
1747,Jay Duplass
1748,Sinead Daly
1749,Broderick Johnson
1750,Chad Hammes
1751,Robert E. Thompson
1752,Kim Kardashian West
1753,Andrew Mittman
1754,Scott Steindorff
1755,Elmore Leonard
1756,Andy Mason
1757,Craig Mazin
1758,Lang Fisher
1759,Ruth Kenley-Letts
1760,Kieran Valla
1761,Miles Teller
1762,Nataliya Shneyderova
1763,Jeff Apploff
1764,C.J. Box
1765,Jon Schumacher
1766,Brian Volk-Weiss
1767,Michael Chabon
1768,Steven Rogers
1769,Brinda Adhikari
1770,Christopher Pike
1771,Vince Gilligan
1772,Hakan Kousetta
1773,Michael J. Miller
1774,Rodrigo Blaas
1775,Larry Dorf
1776,Kate O'Riordan
1777,Lauren P. Gellert
1778,Barry Josephson
1779,David Matthews
1780,Samantha Beddoes
1781,Ricardo Curtis
1782,Michele Buck
1783,Jessica Hargrave
1784,David Milner
1785,Emilio Larrosa
1786,Lenore Zion
1787,Frederik Malmberg
1788,Marcel Boekhoorn
1789,Mike Scully
1790,Kemar Bassaragh
1791,Meaghan Oppenheimer
1792,Edwina Follows
1793,Dirk Hoogstra
1794,Aleksey Mitrofanov
1795,Ted Humphrey
1796,Beth Schwartz
1797,Audrey Chon
1798,Christopher Aird
1799,Juno Lee
1800,Milind D. Shinde
1801,Lisa Hennessy
1802,Steve Lightfoot
1803,Vatsala Aron
1804,Justin Marks
1805,Jon Favreau
1806,Charlie Hampton
1807,Matt Damon
1808,Ernst von Theumer
1809,Robin Veith
1810,Alexi Hawley
1811,Jared Hess
1812,Tiller Russell
1813,Martin Moszkowicz
1814,Nate Matteson
1815,Alison Jackson
1816,Leonard White
1817,Alexandra Rushfield
1818,Penn Jillette
1819,Donald Glover
1820,Joe Farrell
1821,Dan Fogelman
1822,Andy Charles Smith
1823,John Fusco
1824,Stephen Christy
1825,Jonathan Levine
1826,Clare Alan
1827,Seth Rogen
1828,Todd Black
1829,Julianne Moore
1830,Brian Yorkey
1831,Christopher Cantwell
1832,Amy Seimetz
1833,Jonathan Starch
1834,Aaron Saidman
1835,Chris Potts
1836,Jason Bolicki
1837,Jakob Verbruggen
1838,Alison Rosenzweig
1839,Randy Counsman
1840,Jennifer Wagman
1841,Danny Cannon
1842,Art Linson
1843,Kevin Feige
1844,David Graziano
1845,Steven D. Binder
1846,Wendy Mericle
1847,Chad Mumm
1848,Cal Coons
1849,Fred Olen Ray
1850,Peter Kunhardt
1851,Gene L. Coon
1852,Chris Coelen
1853,David Garfinkle
1854,Ben Cavey
1855,Joel Wilson
1856,Mike Gunton
1857,Sean Jablonski
1858,Marco Dionisi
1859,Kimberly Goodman
1860,Paul Simms
1861,Vince DiPersio
1862,James L. Brooks
1863,Carina Adly MacKenzie
1864,Alexandra Milchan
1865,Aaron Kaplan
1866,Michael Hogan
1867,Terry Wood
1868,John Sacchi
1869,Blair Foster
1870,Amanda Segel
1871,Amani Duncan
1872,Athena Portillo
1873,Dawn Olmstead
1874,Jill Holmes
1875,Tim Allen
1876,Jo Ann Alfano
1877,George Pelecanos
1878,Jessica Rhoades
1879,Antoine Fuqua
1880,Michelle Ashford
1881,Tom Pearson
1882,Shelly Tatro
1883,Jordan Kerner
1884,Tara Butters
1885,Drew Carey
1886,Alan Ball
1887,Barbara Hall
1888,Gary Ungar
1889,Cheryl Nichols
1890,Nia Long
1891,Tommy Harper
1892,Gwyneth Horder-Payton
1893,Rob Hanning
1894,Ralf Husmann
1895,Peter Goetz
1896,Albert Bianchini
1897,Stephen Broussard
1898,Corey Reeser
1899,Steven Saltzman
1900,Erick Peyton
1901,Bruce Campbell
1902,Phil Hunt
1903,Marney Hochman
1904,Sarah Walmsley
1905,Jehane Noujaim
1906,Jenna Bans
1907,David Nath
1908,Sean Crouch
1909,Sheila Nevins
1910,Kristel Laiblin
1911,Sarah Timberman
1912,Dan Erickson
1913,Oliver Mielke
1914,Trevor Macy
1915,Gavin O'Connor
1916,Kate Herron
1917,Henry Alonso Myers
1918,Kristen Bell
1919,Shawn Witt
1920,Jeron Smith
1921,Nerys Evans
1922,Caroline Short
1923,Trice Barto
1924,Jeff Skoll
1925,Vince Gerardis
1926,Liza Chasin
1927,Orlando Bloom
1928,Alycia Rossiter
1929,Vince Calandra
1930,Deborah Forte
1931,Peter Berry
1932,Josh Weinstein
1933,Ryan Condal
1934,Miles Ketley
1935,Kirsten Sheridan
1936,Ned Parker
1937,Endre Bohem
1938,Stephen David
1939,Suzanne McAuley
1940,Joan Rater
1941,Jay Firestone
1942,Barry Diller
1943,Steve Jones
1944,Vera Miao
1945,Daniel Écija
1946,Frank Rich
1947,Hailee Steinfeld
1948,Ed Brubaker
1949,Robert Scull
1950,Jeffrey Lieber
1951,Phil Hay
1952,Matthew Byam-Shaw
1953,Rob Gibbons
1954,Mirit Toovi
1955,David Ellison
1956,Robin Schwartz
1957,Marc Roskin
1958,Nikki Toscano
1959,Lauren Beukes
1960,Marc Conrad
1961,Timothy Kuryak
1962,Tim Martin
1963,John A. Davis
1964,Steve Pegram
1965,Kate Felsted
1966,Layla Smith
1967,Andrew Davies
1968,Jason Kurtz
1969,Otto Bathurst
1970,Pierre Thomas
1971,Ilene Chaiken
1972,Jack Rapke
1973,Carl H. Lindahl
1974,Matthew Justice
1975,Michelle Purple
1976,David Glasser
1977,Nick Cammilleri
1978,Monica Mitchell
1979,Dave Becky
1980,Sarah Skibitzke
1981,Marianne Maddalena
1982,Robert C. Cooper
1983,Carrie Stein
1984,Kahane Cooperman
1985,Jeff Redmond
1986,Sean M. Stuart
1987,Terence Paul Winter
1988,Keith Goldberg
1989,David Eilenberg
1990,Diego Luna
1991,Dan Minahan
1992,Erica Sashin
1993,Kevin Williamson
1994,John Saade
1995,Nancy Abraham
1996,Chris Dingess
1997,Neal Moritz
1998,Alexandra Meistrell
1999,Steve Zaillian
2000,Daniel Percival
2001,Jonathan Glassner
2002,Eric Detwiler
2003,Laura Ricciardi
2004,Peter Fincham
2005,Allan Heinberg
2006,Stacey Offman
2007,John Legend
2008,Jacqueline Hoyt
2009,Michelle King
2010,Jeremy Carver
2011,Steve Pearlman
2012,Mark Vlasic
2013,Zach Hadel
2014,Win Rosenfeld
2015,Anneka Jones
2016,David Shore
2017,Kris Thykier
2018,John Weber
2019,David Benioff
2020,David Crean
2021,Irfan Rahman
2022,Richard Lopez
2023,Elizabeth McIntyre
2024,Joby Harold
2025,Will Smith
2026,Lasse Hallberg
2027,Christina Ricci
2028,Domini Hofmann
2029,Brady Connell
2030,Dean Devlin
2031,David Simon
2032,Colson Whitehead
2033,Michael Costigan
2034,Zach Cregger
2035,Kevin Morrison
2036,Guy Lavie
2037,Christopher Keenan
2038,Trinh Tran
2039,Gennifer Gardiner
2040,Jamie Salter
2041,Alena Smith
2042,J.K. Rowling
2043,Octavia Spencer
2044,Larry Mondragon
2045,Mark McKinnon
2046,David A. Goodman
2047,Brandon Oldenburg
2048,Ron Chernow
2049,Sam Shaw
2050,Roberto Orci
2051,Kevin Lee
2052,Niecy Nash-Betts
2053,Bradley Thompson
2054,Richard Plepler
2055,Kieran Smith
2056,Kerry Ehrin
2057,Neil Gaiman
2058,Deirdre Connolly
2059,Bryan Singer
2060,Jorge R. Gutierrez
2061,Kanako Shirasaki
2062,Jeff Pinkner
2063,Michael Tollin
2064,George Kunhardt
2065,Anne-Maree Sparkman
2066,Alice Webb
2067,Mohamed Hefzy
2068,Mike Duffy
2069,Marigo Kehoe
2070,Annette Reeker
2071,Andrew Woodhead
2072,Tony McNamara
2073,Andrew Colville
2074,Tucker Gates
2075,Jonathan Halperin
2076,Michael O'Sullivan
2077,Lemuel Plummer
2078,Dr. Drew Pinsky
2079,Matt Assmus
2080,Alfred Hitchcock
2081,James Lee Hernandez
2082,David Fincher
2083,Benjamin Crump
2084,Will Speck
2085,Don Murphy
2086,Lane Lueras
2087,John Hlavin
2088,Yong Yam
2089,Natalka Znak
2090,Charlize Theron
2091,David Keane
2092,Margot Robbie
2093,Eli Manning
2094,Jessica Grimshaw
2095,Janelle Momary-Neely
2096,Phil Lord
2097,Ben Edlund
2098,Nicolo Laurent
2099,Peter Rieveschl
2100,Bruce Toms
2101,Aaron Harberts
2102,Jon Beyer
2103,Brittany Kahan
2104,Sam Mendes
2105,Kenny Wax
2106,Hermann Joha
2107,Brandon Carroll
2108,William Swann
2109,Jay McGraw
2110,Matthew Rutler
2111,Scott Buck
2112,Andrew Jacobs
2113,Jacqueline Smith
2114,Michele Fazekas
2115,Scott St. John
2116,Russell T. Davies
2117,Helen Mirren
2118,Miguel Melendez
2119,David Comtois
2120,Michael Antinoro
2121,M. Dickson
2122,Mads Hansen
2123,Cori Shepherd Stern
2124,Michael Branton
2125,Gary Goetzman
2126,Tom Coan
2127,Bob Weinstein
2128,Amy Brenneman
2129,Ethan Coen
2130,Mike Gasparro
2131,Tom Smuts
2132,Noelle Stevenson
2133,John Holmes
2134,Flying Lotus
2135,Matt Goldberg
2136,Taki Oldham
2137,Patti Carr
2138,Callum Greene
2139,Alec Sulkin
2140,Joe Lewis
2141,Ben Stephenson
2142,Scott Teti
2143,Philip Pullman
2144,Dylan Rees
2145,Susan Downey
2146,DJ Skee
2147,Gary R. Benz
2148,Paul Ricci
2149,Dave Erickson
2150,Kate Crowe
2151,Greg Garcia
2152,Darcy Fowler
2153,Leonardo DiCaprio
2154,Luke Colson
2155,Richard Middleton
2156,Archie Gips
2157,LeBron James
2158,Michelle Dean
2159,Tom Hooper
2160,Rick Messina
2161,Richard J. Lewis
2162,Sherwood Schwartz
2163,Dorothy Byrne
2164,Todd A. Kessler
2165,Mor Loushy
2166,Richard Suckle
2167,Ken Jeong
2168,Mary Rae Thewlis
2169,Dan Truly
2170,Faye Dorn
2171,Brad Pitt
2172,Mara Brock Akil
2173,Michael Agbabian
2174,Mel Eslyn
2175,Thomas Wheeler
2176,Sera Gamble
2177,Jack Thorne
2178,Tony Scott
2179,Hilary Swank
2180,Ian Herring
2181,Jane Espenson
2182,Roberto Patino
2183,Morten Tyldum
2184,John Barningham
2185,Jeri Taylor
2186,Chris Carter
2187,Rene Echevarria
2188,Tara Montgomery
2189,Barry Poznick
2190,Will Ferrell
2191,Chris Miller
2192,J. J. Abrams
2193,Tyler Vince
2194,Andrew Anderson
2195,Oscar Isaac
